ConcatUF+Mun;IBGE;IBGE7;UF;Município;Região;População 2010;Porte;Capital;
MSBandeirantes;500150;5001508;MS;Bandeirantes;Região Centro-Oeste;6609;Pequeno I;;
MSBataguassu;500190;5001904;MS;Bataguassu;Região Centro-Oeste;19839;Pequeno I;;
MSBatayporã;500200;5002001;MS;Batayporã;Região Centro-Oeste;10936;Pequeno I;;
MSBela Vista;500210;5002100;MS;Bela Vista;Região Centro-Oeste;23181;Pequeno II;;
MSBodoquena;500215;5002159;MS;Bodoquena;Região Centro-Oeste;7985;Pequeno I;;
MSBonito;500220;5002209;MS;Bonito;Região Centro-Oeste;19587;Pequeno I;;
MSBrasilândia;500230;5002308;MS;Brasilândia;Região Centro-Oeste;11826;Pequeno I;;
MSCaarapó;500240;5002407;MS;Caarapó;Região Centro-Oeste;25767;Pequeno II;;
MSCamapuã;500260;5002605;MS;Camapuã;Região Centro-Oeste;13625;Pequeno I;;
MSCampo Grande;500270;5002704;MS;Campo Grande;Região Centro-Oeste;786797;Grande;Capital;
MSCaracol;500280;5002803;MS;Caracol;Região Centro-Oeste;5398;Pequeno I;;
MSCassilândia;500290;5002902;MS;Cassilândia;Região Centro-Oeste;20966;Pequeno II;;
MSChapadão do Sul;500295;5002951;MS;Chapadão do Sul;Região Centro-Oeste;19648;Pequeno I;;
MSCorguinho;500310;5003108;MS;Corguinho;Região Centro-Oeste;4862;Pequeno I;;
MSCoronel Sapucaia;500315;5003157;MS;Coronel Sapucaia;Região Centro-Oeste;14064;Pequeno I;;
MSCorumbá;500320;5003207;MS;Corumbá;Região Centro-Oeste;103703;Grande;;
MSCosta Rica;500325;5003256;MS;Costa Rica;Região Centro-Oeste;19695;Pequeno I;;
MSCoxim;500330;5003306;MS;Coxim;Região Centro-Oeste;32159;Pequeno II;;
MSDeodápolis;500345;5003454;MS;Deodápolis;Região Centro-Oeste;12139;Pequeno I;;
MSDois Irmãos do Buriti;500348;5003488;MS;Dois Irmãos do Buriti;Região Centro-Oeste;10363;Pequeno I;;
MSDouradina;500350;5003504;MS;Douradina;Região Centro-Oeste;5364;Pequeno I;;
MSDourados;500370;5003702;MS;Dourados;Região Centro-Oeste;196035;Grande;;
MSEldorado;500375;5003751;MS;Eldorado;Região Centro-Oeste;11694;Pequeno I;;
MSFátima do Sul;500380;5003801;MS;Fátima do Sul;Região Centro-Oeste;19035;Pequeno I;;
MSFigueirão;500390;5003900;MS;Figueirão;Região Centro-Oeste;2928;Pequeno I;;
MSGlória de Dourados;500400;5004007;MS;Glória de Dourados;Região Centro-Oeste;9927;Pequeno I;;
MSGuia Lopes da Laguna;500410;5004106;MS;Guia Lopes da Laguna;Região Centro-Oeste;10366;Pequeno I;;
MSIguatemi;500430;5004304;MS;Iguatemi;Região Centro-Oeste;14875;Pequeno I;;
MSInocência;500440;5004403;MS;Inocência;Região Centro-Oeste;7669;Pequeno I;;
MSItaporã;500450;5004502;MS;Itaporã;Região Centro-Oeste;20865;Pequeno II;;
MSItaquiraí;500460;5004601;MS;Itaquiraí;Região Centro-Oeste;18614;Pequeno I;;
MSIvinhema;500470;5004700;MS;Ivinhema;Região Centro-Oeste;22341;Pequeno II;;
MSJaporã;500480;5004809;MS;Japorã;Região Centro-Oeste;7731;Pequeno I;;
MSJaraguari;500490;5004908;MS;Jaraguari;Região Centro-Oeste;6341;Pequeno I;;
MSJardim;500500;5005004;MS;Jardim;Região Centro-Oeste;24346;Pequeno II;;
MSJateí;500510;5005103;MS;Jateí;Região Centro-Oeste;4011;Pequeno I;;
MSJuti;500515;5005152;MS;Juti;Região Centro-Oeste;5900;Pequeno I;;
MSLadário;500520;5005202;MS;Ladário;Região Centro-Oeste;19617;Pequeno I;;
MSLaguna Carapã;500525;5005251;MS;Laguna Carapã;Região Centro-Oeste;6491;Pequeno I;;
MSMaracaju;500540;5005400;MS;Maracaju;Região Centro-Oeste;37405;Pequeno II;;
MSMiranda;500560;5005608;MS;Miranda;Região Centro-Oeste;25595;Pequeno II;;
MSMundo Novo;500568;5005681;MS;Mundo Novo;Região Centro-Oeste;17043;Pequeno I;;
MSNaviraí;500570;5005707;MS;Naviraí;Região Centro-Oeste;46424;Pequeno II;;
MSNioaque;500580;5005806;MS;Nioaque;Região Centro-Oeste;14391;Pequeno I;;
MSNova Alvorada do Sul;500600;5006002;MS;Nova Alvorada do Sul;Região Centro-Oeste;16432;Pequeno I;;
MSNova Andradina;500620;5006200;MS;Nova Andradina;Região Centro-Oeste;45585;Pequeno II;;
MSNovo Horizonte do Sul;500625;5006259;MS;Novo Horizonte do Sul;Região Centro-Oeste;4940;Pequeno I;;
MSParaíso das Águas;500627;5006275;MS;Paraíso das Águas;Região Centro-Oeste;;Pequeno I;;
MSParanaíba;500630;5006309;MS;Paranaíba;Região Centro-Oeste;40192;Pequeno II;;
MSParanhos;500635;5006358;MS;Paranhos;Região Centro-Oeste;12350;Pequeno I;;
MSPedro Gomes;500640;5006408;MS;Pedro Gomes;Região Centro-Oeste;7967;Pequeno I;;
MSPonta Porã;500660;5006606;MS;Ponta Porã;Região Centro-Oeste;77872;Médio;;
MSPorto Murtinho;500690;5006903;MS;Porto Murtinho;Região Centro-Oeste;15372;Pequeno I;;
MSRibas do Rio Pardo;500710;5007109;MS;Ribas do Rio Pardo;Região Centro-Oeste;20946;Pequeno II;;
MSRio Brilhante;500720;5007208;MS;Rio Brilhante;Região Centro-Oeste;30663;Pequeno II;;
MSRio Negro;500730;5007307;MS;Rio Negro;Região Centro-Oeste;5036;Pequeno I;;
MSRio Verde de Mato Grosso;500740;5007406;MS;Rio Verde de Mato Grosso;Região Centro-Oeste;18890;Pequeno I;;
MSRochedo;500750;5007505;MS;Rochedo;Região Centro-Oeste;4928;Pequeno I;;
MSSanta Rita do Pardo;500755;5007554;MS;Santa Rita do Pardo;Região Centro-Oeste;7259;Pequeno I;;
MSSão Gabriel do Oeste;500769;5007695;MS;São Gabriel do Oeste;Região Centro-Oeste;22203;Pequeno II;;
MSSete Quedas;500770;5007703;MS;Sete Quedas;Região Centro-Oeste;10780;Pequeno I;;
MSSelvíria;500780;5007802;MS;Selvíria;Região Centro-Oeste;6287;Pequeno I;;
MSSidrolândia;500790;5007901;MS;Sidrolândia;Região Centro-Oeste;42132;Pequeno II;;
MSSonora;500793;5007935;MS;Sonora;Região Centro-Oeste;14833;Pequeno I;;
MSTacuru;500795;5007950;MS;Tacuru;Região Centro-Oeste;10215;Pequeno I;;
MSTaquarussu;500797;5007976;MS;Taquarussu;Região Centro-Oeste;3518;Pequeno I;;
MSTerenos;500800;5008008;MS;Terenos;Região Centro-Oeste;17146;Pequeno I;;
MSTrês Lagoas;500830;5008305;MS;Três Lagoas;Região Centro-Oeste;101791;Grande;;
MSVicentina;500840;5008404;MS;Vicentina;Região Centro-Oeste;5901;Pequeno I;;
MTAcorizal;510010;5100102;MT;Acorizal;Região Centro-Oeste;5516;Pequeno I;;
MTÁgua Boa;510020;5100201;MT;Água Boa;Região Centro-Oeste;20856;Pequeno II;;
MTAlta Floresta;510025;5100250;MT;Alta Floresta;Região Centro-Oeste;49164;Pequeno II;;
MTAlto Araguaia;510030;5100300;MT;Alto Araguaia;Região Centro-Oeste;15644;Pequeno I;;
MTAlto Boa Vista;510035;5100359;MT;Alto Boa Vista;Região Centro-Oeste;5247;Pequeno I;;
MTAlto Garças;510040;5100409;MT;Alto Garças;Região Centro-Oeste;10350;Pequeno I;;
MTAlto Paraguai;510050;5100508;MT;Alto Paraguai;Região Centro-Oeste;10066;Pequeno I;;
MTAlto Taquari;510060;5100607;MT;Alto Taquari;Região Centro-Oeste;8072;Pequeno I;;
MTApiacás;510080;5100805;MT;Apiacás;Região Centro-Oeste;8567;Pequeno I;;
MTAraguaiana;510100;5101001;MT;Araguaiana;Região Centro-Oeste;3197;Pequeno I;;
MTAraguainha;510120;5101209;MT;Araguainha;Região Centro-Oeste;1096;Pequeno I;;
MTAraputanga;510125;5101258;MT;Araputanga;Região Centro-Oeste;15342;Pequeno I;;
MTArenápolis;510130;5101308;MT;Arenápolis;Região Centro-Oeste;10316;Pequeno I;;
MTAripuanã;510140;5101407;MT;Aripuanã;Região Centro-Oeste;18656;Pequeno I;;
MTBarão de Melgaço;510160;5101605;MT;Barão de Melgaço;Região Centro-Oeste;7591;Pequeno I;;
MTBarra do Bugres;510170;5101704;MT;Barra do Bugres;Região Centro-Oeste;31793;Pequeno II;;
MTBarra do Garças;510180;5101803;MT;Barra do Garças;Região Centro-Oeste;56560;Médio;;
MTBom Jesus do Araguaia;510185;5101852;MT;Bom Jesus do Araguaia;Região Centro-Oeste;5314;Pequeno I;;
MTBrasnorte;510190;5101902;MT;Brasnorte;Região Centro-Oeste;15357;Pequeno I;;
MTCáceres;510250;5102504;MT;Cáceres;Região Centro-Oeste;87942;Médio;;
MTCampinápolis;510260;5102603;MT;Campinápolis;Região Centro-Oeste;14305;Pequeno I;;
MTCampo Novo do Parecis;510263;5102637;MT;Campo Novo do Parecis;Região Centro-Oeste;27577;Pequeno II;;
MTCampo Verde;510267;5102678;MT;Campo Verde;Região Centro-Oeste;31589;Pequeno II;;
MTCampos de Júlio;510268;5102686;MT;Campos de Júlio;Região Centro-Oeste;5154;Pequeno I;;
MTCanabrava do Norte;510269;5102694;MT;Canabrava do Norte;Região Centro-Oeste;4786;Pequeno I;;
MTCanarana;510270;5102702;MT;Canarana;Região Centro-Oeste;18754;Pequeno I;;
MTCarlinda;510279;5102793;MT;Carlinda;Região Centro-Oeste;10990;Pequeno I;;
MTCastanheira;510285;5102850;MT;Castanheira;Região Centro-Oeste;8231;Pequeno I;;
MTChapada Dos Guimarães;510300;5103007;MT;Chapada Dos Guimarães;Região Centro-Oeste;17821;Pequeno I;;
MTCláudia;510305;5103056;MT;Cláudia;Região Centro-Oeste;11028;Pequeno I;;
MTCocalinho;510310;5103106;MT;Cocalinho;Região Centro-Oeste;5490;Pequeno I;;
MTColíder;510320;5103205;MT;Colíder;Região Centro-Oeste;30766;Pequeno II;;
MTColniza;510325;5103254;MT;Colniza;Região Centro-Oeste;26381;Pequeno II;;
MTComodoro;510330;5103304;MT;Comodoro;Região Centro-Oeste;18178;Pequeno I;;
MTConfresa;510335;5103353;MT;Confresa;Região Centro-Oeste;25124;Pequeno II;;
MTConquista D'oeste;510336;5103361;MT;Conquista D´oeste;Região Centro-Oeste;3385;Pequeno I;;
MTCotriguaçu;510337;5103379;MT;Cotriguaçu;Região Centro-Oeste;14983;Pequeno I;;
MTCuiabá;510340;5103403;MT;Cuiabá;Região Centro-Oeste;551098;Grande;Capital;
MTCurvelândia;510343;5103437;MT;Curvelândia;Região Centro-Oeste;4866;Pequeno I;;
MTDenise;510345;5103452;MT;Denise;Região Centro-Oeste;8523;Pequeno I;;
MTDiamantino;510350;5103502;MT;Diamantino;Região Centro-Oeste;20341;Pequeno II;;
MTDom Aquino;510360;5103601;MT;Dom Aquino;Região Centro-Oeste;8171;Pequeno I;;
MTFeliz Natal;510370;5103700;MT;Feliz Natal;Região Centro-Oeste;10933;Pequeno I;;
MTFigueirópolis D'oeste;510380;5103809;MT;Figueirópolis D´oeste;Região Centro-Oeste;3796;Pequeno I;;
MTGaúcha do Norte;510385;5103858;MT;Gaúcha do Norte;Região Centro-Oeste;6293;Pequeno I;;
MTGeneral Carneiro;510390;5103908;MT;General Carneiro;Região Centro-Oeste;5027;Pequeno I;;
MTGlória D'oeste;510395;5103957;MT;Glória D´oeste;Região Centro-Oeste;3135;Pequeno I;;
MTGuarantã do Norte;510410;5104104;MT;Guarantã do Norte;Região Centro-Oeste;32216;Pequeno II;;
MTGuiratinga;510420;5104203;MT;Guiratinga;Região Centro-Oeste;13934;Pequeno I;;
MTIndiavaí;510450;5104500;MT;Indiavaí;Região Centro-Oeste;2397;Pequeno I;;
MTIpiranga do Norte;510452;5104526;MT;Ipiranga do Norte;Região Centro-Oeste;5123;Pequeno I;;
MTItanhangá;510454;5104542;MT;Itanhangá;Região Centro-Oeste;5276;Pequeno I;;
MTItaúba;510455;5104559;MT;Itaúba;Região Centro-Oeste;4575;Pequeno I;;
MTItiquira;510460;5104609;MT;Itiquira;Região Centro-Oeste;11478;Pequeno I;;
MTJaciara;510480;5104807;MT;Jaciara;Região Centro-Oeste;25647;Pequeno II;;
MTJangada;510490;5104906;MT;Jangada;Região Centro-Oeste;7696;Pequeno I;;
MTJauru;510500;5105002;MT;Jauru;Região Centro-Oeste;10455;Pequeno I;;
MTJuara;510510;5105101;MT;Juara;Região Centro-Oeste;32791;Pequeno II;;
MTJuína;510515;5105150;MT;Juína;Região Centro-Oeste;39255;Pequeno II;;
MTJuruena;510517;5105176;MT;Juruena;Região Centro-Oeste;11201;Pequeno I;;
MTJuscimeira;510520;5105200;MT;Juscimeira;Região Centro-Oeste;11430;Pequeno I;;
MTLambari D'oeste;510523;5105234;MT;Lambari D´oeste;Região Centro-Oeste;5431;Pequeno I;;
MTLucas do Rio Verde;510525;5105259;MT;Lucas do Rio Verde;Região Centro-Oeste;45556;Pequeno II;;
MTLuciára;510530;5105309;MT;Luciára;Região Centro-Oeste;2224;Pequeno I;;
MTVila Bela da Santíssima Trindade;510550;5105507;MT;Vila Bela da Santíssima Trindade;Região Centro-Oeste;14493;Pequeno I;;
MTMarcelândia;510558;5105580;MT;Marcelândia;Região Centro-Oeste;12006;Pequeno I;;
MTMatupá;510560;5105606;MT;Matupá;Região Centro-Oeste;14174;Pequeno I;;
MTMirassol D'oeste;510562;5105622;MT;Mirassol D´oeste;Região Centro-Oeste;25299;Pequeno II;;
MTNobres;510590;5105903;MT;Nobres;Região Centro-Oeste;15002;Pequeno I;;
MTNortelândia;510600;5106000;MT;Nortelândia;Região Centro-Oeste;6436;Pequeno I;;
MTNossa Senhora do Livramento;510610;5106109;MT;Nossa Senhora do Livramento;Região Centro-Oeste;11609;Pequeno I;;
MTNova Bandeirantes;510615;5106158;MT;Nova Bandeirantes;Região Centro-Oeste;11643;Pequeno I;;
MTNova Nazaré;510617;5106174;MT;Nova Nazaré;Região Centro-Oeste;3029;Pequeno I;;
MTNova Lacerda;510618;5106182;MT;Nova Lacerda;Região Centro-Oeste;5436;Pequeno I;;
MTNova Santa Helena;510619;5106190;MT;Nova Santa Helena;Região Centro-Oeste;3468;Pequeno I;;
MTNova Brasilândia;510620;5106208;MT;Nova Brasilândia;Região Centro-Oeste;4587;Pequeno I;;
MTNova Canaã do Norte;510621;5106216;MT;Nova Canaã do Norte;Região Centro-Oeste;12127;Pequeno I;;
MTNova Mutum;510622;5106224;MT;Nova Mutum;Região Centro-Oeste;31649;Pequeno II;;
MTNova Olímpia;510623;5106232;MT;Nova Olímpia;Região Centro-Oeste;17515;Pequeno I;;
MTNova Ubiratã;510624;5106240;MT;Nova Ubiratã;Região Centro-Oeste;9218;Pequeno I;;
MTNova Xavantina;510625;5106257;MT;Nova Xavantina;Região Centro-Oeste;19643;Pequeno I;;
MTNovo Mundo;510626;5106265;MT;Novo Mundo;Região Centro-Oeste;7332;Pequeno I;;
MTNovo Horizonte do Norte;510627;5106273;MT;Novo Horizonte do Norte;Região Centro-Oeste;3749;Pequeno I;;
MTNovo São Joaquim;510628;5106281;MT;Novo São Joaquim;Região Centro-Oeste;6042;Pequeno I;;
MTParanaíta;510629;5106299;MT;Paranaíta;Região Centro-Oeste;10684;Pequeno I;;
MTParanatinga;510630;5106307;MT;Paranatinga;Região Centro-Oeste;19290;Pequeno I;;
MTNovo Santo Antônio;510631;5106315;MT;Novo Santo Antônio;Região Centro-Oeste;2005;Pequeno I;;
MTPedra Preta;510637;5106372;MT;Pedra Preta;Região Centro-Oeste;15755;Pequeno I;;
MTPeixoto de Azevedo;510642;5106422;MT;Peixoto de Azevedo;Região Centro-Oeste;30812;Pequeno II;;
MTPlanalto da Serra;510645;5106455;MT;Planalto da Serra;Região Centro-Oeste;2726;Pequeno I;;
MTPoconé;510650;5106505;MT;Poconé;Região Centro-Oeste;31779;Pequeno II;;
MTPontal do Araguaia;510665;5106653;MT;Pontal do Araguaia;Região Centro-Oeste;5395;Pequeno I;;
MTPonte Branca;510670;5106703;MT;Ponte Branca;Região Centro-Oeste;1768;Pequeno I;;
MTPontes e Lacerda;510675;5106752;MT;Pontes e Lacerda;Região Centro-Oeste;41408;Pequeno II;;
MTPorto Alegre do Norte;510677;5106778;MT;Porto Alegre do Norte;Região Centro-Oeste;10748;Pequeno I;;
MTPorto Dos Gaúchos;510680;5106802;MT;Porto Dos Gaúchos;Região Centro-Oeste;5449;Pequeno I;;
MTPorto Esperidião;510682;5106828;MT;Porto Esperidião;Região Centro-Oeste;11031;Pequeno I;;
MTPorto Estrela;510685;5106851;MT;Porto Estrela;Região Centro-Oeste;3649;Pequeno I;;
MTPoxoréo;510700;5107008;MT;Poxoréo;Região Centro-Oeste;17599;Pequeno I;;
MTPrimavera do Leste;510704;5107040;MT;Primavera do Leste;Região Centro-Oeste;52066;Médio;;
MTQuerência;510706;5107065;MT;Querência;Região Centro-Oeste;13033;Pequeno I;;
MTSão José Dos Quatro Marcos;510710;5107107;MT;São José Dos Quatro Marcos;Região Centro-Oeste;18998;Pequeno I;;
MTReserva do Cabaçal;510715;5107156;MT;Reserva do Cabaçal;Região Centro-Oeste;2572;Pequeno I;;
MTRibeirão Cascalheira;510718;5107180;MT;Ribeirão Cascalheira;Região Centro-Oeste;8881;Pequeno I;;
MTRibeirãozinho;510719;5107198;MT;Ribeirãozinho;Região Centro-Oeste;2199;Pequeno I;;
MTRio Branco;510720;5107206;MT;Rio Branco;Região Centro-Oeste;5070;Pequeno I;;
MTSanta Carmem;510724;5107248;MT;Santa Carmem;Região Centro-Oeste;4085;Pequeno I;;
MTSanto Afonso;510726;5107263;MT;Santo Afonso;Região Centro-Oeste;2991;Pequeno I;;
MTSão José do Povo;510729;5107297;MT;São José do Povo;Região Centro-Oeste;3592;Pequeno I;;
MTSão José do Rio Claro;510730;5107305;MT;São José do Rio Claro;Região Centro-Oeste;17124;Pequeno I;;
MTSão José do Xingu;510735;5107354;MT;São José do Xingu;Região Centro-Oeste;5240;Pequeno I;;
MTSão Pedro da Cipa;510740;5107404;MT;São Pedro da Cipa;Região Centro-Oeste;4158;Pequeno I;;
MTRondolândia;510757;5107578;MT;Rondolândia;Região Centro-Oeste;3604;Pequeno I;;
MTRondonópolis;510760;5107602;MT;Rondonópolis;Região Centro-Oeste;195476;Grande;;
MTRosário Oeste;510770;5107701;MT;Rosário Oeste;Região Centro-Oeste;17679;Pequeno I;;
MTSanta Cruz do Xingu;510774;5107743;MT;Santa Cruz do Xingu;Região Centro-Oeste;1900;Pequeno I;;
MTSalto do Céu;510775;5107750;MT;Salto do Céu;Região Centro-Oeste;3908;Pequeno I;;
MTSanta Rita do Trivelato;510776;5107768;MT;Santa Rita do Trivelato;Região Centro-Oeste;2491;Pequeno I;;
MTSanta Terezinha;510777;5107776;MT;Santa Terezinha;Região Centro-Oeste;7397;Pequeno I;;
MTSanto Antônio do Leste;510779;5107792;MT;Santo Antônio do Leste;Região Centro-Oeste;3754;Pequeno I;;
MTSanto Antônio do Leverger;510780;5107800;MT;Santo Antônio do Leverger;Região Centro-Oeste;18463;Pequeno I;;
MTSão Félix do Araguaia;510785;5107859;MT;São Félix do Araguaia;Região Centro-Oeste;10625;Pequeno I;;
MTSapezal;510787;5107875;MT;Sapezal;Região Centro-Oeste;18094;Pequeno I;;
MTSerra Nova Dourada;510788;5107883;MT;Serra Nova Dourada;Região Centro-Oeste;1365;Pequeno I;;
MTSinop;510790;5107909;MT;Sinop;Região Centro-Oeste;113099;Grande;;
MTSorriso;510792;5107925;MT;Sorriso;Região Centro-Oeste;66521;Médio;;
MTTabaporã;510794;5107941;MT;Tabaporã;Região Centro-Oeste;9932;Pequeno I;;
MTTangará da Serra;510795;5107958;MT;Tangará da Serra;Região Centro-Oeste;83431;Médio;;
MTTapurah;510800;5108006;MT;Tapurah;Região Centro-Oeste;10392;Pequeno I;;
MTTerra Nova do Norte;510805;5108055;MT;Terra Nova do Norte;Região Centro-Oeste;11291;Pequeno I;;
MTTesouro;510810;5108105;MT;Tesouro;Região Centro-Oeste;3418;Pequeno I;;
MTTorixoréu;510820;5108204;MT;Torixoréu;Região Centro-Oeste;4071;Pequeno I;;
MTUnião do Sul;510830;5108303;MT;União do Sul;Região Centro-Oeste;3760;Pequeno I;;
MTVale de São Domingos;510835;5108352;MT;Vale de São Domingos;Região Centro-Oeste;3052;Pequeno I;;
MTVárzea Grande;510840;5108402;MT;Várzea Grande;Região Centro-Oeste;252596;Grande;;
MTVera;510850;5108501;MT;Vera;Região Centro-Oeste;10235;Pequeno I;;
MTVila Rica;510860;5108600;MT;Vila Rica;Região Centro-Oeste;21382;Pequeno II;;
MTNova Guarita;510880;5108808;MT;Nova Guarita;Região Centro-Oeste;4932;Pequeno I;;
MTNova Marilândia;510885;5108857;MT;Nova Marilândia;Região Centro-Oeste;2951;Pequeno I;;
MTNova Maringá;510890;5108907;MT;Nova Maringá;Região Centro-Oeste;6590;Pequeno I;;
MTNova Monte Verde;510895;5108956;MT;Nova Monte Verde;Região Centro-Oeste;8093;Pequeno I;;
GOAbadia de Goiás;520005;5200050;GO;Abadia de Goiás;Região Centro-Oeste;6876;Pequeno I;;
GOAbadiânia;520010;5200100;GO;Abadiânia;Região Centro-Oeste;15757;Pequeno I;;
GOAcreúna;520013;5200134;GO;Acreúna;Região Centro-Oeste;20279;Pequeno II;;
GOAdelândia;520015;5200159;GO;Adelândia;Região Centro-Oeste;2477;Pequeno I;;
GOÁgua Fria de Goiás;520017;5200175;GO;Água Fria de Goiás;Região Centro-Oeste;5090;Pequeno I;;
GOÁgua Limpa;520020;5200209;GO;Água Limpa;Região Centro-Oeste;2013;Pequeno I;;
GOÁguas Lindas de Goiás;520025;5200258;GO;Águas Lindas de Goiás;Região Centro-Oeste;159378;Grande;;
GOAlexânia;520030;5200308;GO;Alexânia;Região Centro-Oeste;23814;Pequeno II;;
GOAloândia;520050;5200506;GO;Aloândia;Região Centro-Oeste;2051;Pequeno I;;
GOAlto Horizonte;520055;5200555;GO;Alto Horizonte;Região Centro-Oeste;4505;Pequeno I;;
GOAlto Paraíso de Goiás;520060;5200605;GO;Alto Paraíso de Goiás;Região Centro-Oeste;6885;Pequeno I;;
GOAlvorada do Norte;520080;5200803;GO;Alvorada do Norte;Região Centro-Oeste;8084;Pequeno I;;
GOAmaralina;520082;5200829;GO;Amaralina;Região Centro-Oeste;3434;Pequeno I;;
GOAmericano do Brasil;520085;5200852;GO;Americano do Brasil;Região Centro-Oeste;5508;Pequeno I;;
GOAmorinópolis;520090;5200902;GO;Amorinópolis;Região Centro-Oeste;3609;Pequeno I;;
GOAnápolis;520110;5201108;GO;Anápolis;Região Centro-Oeste;334613;Grande;;
GOAnhanguera;520120;5201207;GO;Anhanguera;Região Centro-Oeste;1020;Pequeno I;;
GOAnicuns;520130;5201306;GO;Anicuns;Região Centro-Oeste;20239;Pequeno II;;
GOAparecida de Goiânia;520140;5201405;GO;Aparecida de Goiânia;Região Centro-Oeste;455657;Grande;;
GOAparecida do Rio Doce;520145;5201454;GO;Aparecida do Rio Doce;Região Centro-Oeste;2427;Pequeno I;;
GOAporé;520150;5201504;GO;Aporé;Região Centro-Oeste;3803;Pequeno I;;
GOAraçu;520160;5201603;GO;Araçu;Região Centro-Oeste;3802;Pequeno I;;
GOAragarças;520170;5201702;GO;Aragarças;Região Centro-Oeste;18305;Pequeno I;;
GOAragoiânia;520180;5201801;GO;Aragoiânia;Região Centro-Oeste;8365;Pequeno I;;
GOAraguapaz;520215;5202155;GO;Araguapaz;Região Centro-Oeste;7510;Pequeno I;;
GOArenópolis;520235;5202353;GO;Arenópolis;Região Centro-Oeste;3277;Pequeno I;;
GOAruanã;520250;5202502;GO;Aruanã;Região Centro-Oeste;7496;Pequeno I;;
GOAurilândia;520260;5202601;GO;Aurilândia;Região Centro-Oeste;3650;Pequeno I;;
GOAvelinópolis;520280;5202809;GO;Avelinópolis;Região Centro-Oeste;2450;Pequeno I;;
GOBaliza;520310;5203104;GO;Baliza;Região Centro-Oeste;3714;Pequeno I;;
GOBarro Alto;520320;5203203;GO;Barro Alto;Região Centro-Oeste;8716;Pequeno I;;
GOBela Vista de Goiás;520330;5203302;GO;Bela Vista de Goiás;Região Centro-Oeste;24554;Pequeno II;;
GOBom Jardim de Goiás;520340;5203401;GO;Bom Jardim de Goiás;Região Centro-Oeste;8423;Pequeno I;;
GOBom Jesus de Goiás;520350;5203500;GO;Bom Jesus de Goiás;Região Centro-Oeste;20727;Pequeno II;;
